Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2012-12-01 00:00:00,1083,1,NB_NS,1,North,110,0,,16891,18,1,106,0,2,0,1
2012-12-01 00:00:00,1083,2,NB_MID,1,North,181,0,,18197,11,1,178,0,1,1,0
2012-12-01 00:00:00,1083,3,NB_OS,1,North,77,0,,18730,13,0,76,0,1,0,0
2012-12-01 00:00:00,1083,4,SB_OS,2,South,77,0,,18023,0,1,76,0,0,0,0
2012-12-01 00:00:00,1083,5,SB_MID,2,South,207,0,,18549,19,4,199,0,4,0,0
2012-12-01 00:00:00,1083,6,SB_NS,2,South,177,0,,17514,17,2,170,0,2,1,2
2012-12-01 01:00:00,1083,1,NB_NS,1,North,90,0,,16833,33,0,87,0,3,0,0
2012-12-01 01:00:00,1083,2,NB_MID,1,North,158,0,,18091,25,1,150,0,3,1,3
2012-12-01 01:00:00,1083,3,NB_OS,1,North,60,0,,19440,17,0,59,0,1,0,0
2012-12-01 01:00:00,1083,4,SB_OS,2,South,54,0,,18899,19,0,53,0,0,1,0
2012-12-01 01:00:00,1083,5,SB_MID,2,South,163,0,,18480,31,6,152,0,5,0,0
2012-12-01 01:00:00,1083,6,SB_NS,2,South,141,0,,17275,14,2,134,0,2,0,3
2012-12-01 02:00:00,1083,1,NB_NS,1,North,82,0,,16853,37,0,77,1,2,1,1
2012-12-01 02:00:00,1083,2,NB_MID,1,North,159,0,,18326,13,0,156,0,2,0,1
2012-12-01 02:00:00,1083,3,NB_OS,1,North,40,0,,18750,0,0,40,0,0,0,0
2012-12-01 02:00:00,1083,4,SB_OS,2,South,37,0,,18243,54,1,34,0,2,0,0
2012-12-01 02:00:00,1083,5,SB_MID,2,South,150,0,,18787,33,3,141,0,5,0,1
2012-12-01 02:00:00,1083,6,SB_NS,2,South,129,0,,18297,16,0,124,0,1,1,3
2012-12-01 03:00:00,1083,1,NB_NS,1,North,56,0,,16825,36,0,54,0,1,1,0
2012-12-01 03:00:00,1083,2,NB_MID,1,North,116,0,,17967,26,1,112,0,2,1,0
2012-12-01 03:00:00,1083,3,NB_OS,1,North,31,0,,18665,32,2,28,0,1,0,0
2012-12-01 03:00:00,1083,4,SB_OS,2,South,29,0,,19090,34,1,27,0,1,0,0
2012-12-01 03:00:00,1083,5,SB_MID,2,South,122,0,,18759,8,7,114,0,1,0,0
2012-12-01 03:00:00,1083,6,SB_NS,2,South,96,0,,18333,42,2,89,0,4,0,1
2012-12-01 04:00:00,1083,1,NB_NS,1,North,55,0,,17505,36,1,52,0,2,0,0
2012-12-01 04:00:00,1083,2,NB_MID,1,North,86,0,,18521,35,2,81,0,3,0,0
2012-12-01 04:00:00,1083,3,NB_OS,1,North,26,0,,18942,0,0,26,0,0,0,0
2012-12-01 04:00:00,1083,4,SB_OS,2,South,32,0,,19601,31,0,31,0,1,0,0
2012-12-01 04:00:00,1083,5,SB_MID,2,South,111,0,,19079,18,8,101,0,2,0,0
2012-12-01 04:00:00,1083,6,SB_NS,2,South,92,0,,18237,54,1,86,0,2,3,0
2012-12-01 05:00:00,1083,1,NB_NS,1,North,63,0,,17332,48,0,60,0,3,0,0
2012-12-01 05:00:00,1083,2,NB_MID,1,North,114,0,,18063,79,1,104,0,8,1,0
2012-12-01 05:00:00,1083,3,NB_OS,1,North,32,0,,18108,31,1,30,0,1,0,0
2012-12-01 05:00:00,1083,4,SB_OS,2,South,38,0,,18648,0,1,37,0,0,0,0
2012-12-01 05:00:00,1083,5,SB_MID,2,South,70,0,,18413,29,3,65,0,2,0,0
2012-12-01 05:00:00,1083,6,SB_NS,2,South,91,0,,17918,44,1,84,2,4,0,0
2012-12-01 06:00:00,1083,1,NB_NS,1,North,93,0,,17028,54,0,85,0,4,1,3
2012-12-01 06:00:00,1083,2,NB_MID,1,North,121,0,,18067,66,0,113,0,7,1,0
2012-12-01 06:00:00,1083,3,NB_OS,1,North,71,0,,18983,28,0,69,0,2,0,0
2012-12-01 06:00:00,1083,4,SB_OS,2,South,52,0,,18483,19,0,51,0,1,0,0
