Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,/Users/ushisensei/datalake/weekday
2012-11-01 23:00:00,1083,3,NB_OS,1,North,65,0,,18380,0,2,63,0,0,0,0.0,2012-11-01,23:00:00,4
2012-11-02 23:00:00,1083,3,NB_OS,1,North,110,0,,18295,18,0,108,0,2,0,0.0,2012-11-02,23:00:00,5
2012-11-03 23:00:00,1083,3,NB_OS,1,North,143,0,,17558,14,1,140,0,2,0,0.0,2012-11-03,23:00:00,6
2012-11-04 23:00:00,1083,3,NB_OS,1,North,53,0,,17615,0,0,53,0,0,0,0.0,2012-11-04,23:00:00,7
2012-11-06 23:00:00,1083,3,NB_OS,1,North,56,0,,18681,18,1,54,0,1,0,0.0,2012-11-06,23:00:00,2
2012-11-07 23:00:00,1083,3,NB_OS,1,North,75,0,,18274,0,0,75,0,0,0,0.0,2012-11-07,23:00:00,3
2012-11-08 23:00:00,1083,3,NB_OS,1,North,80,0,,18208,0,0,80,0,0,0,0.0,2012-11-08,23:00:00,4
2012-11-09 23:00:00,1083,3,NB_OS,1,North,92,0,,18234,11,0,91,0,1,0,0.0,2012-11-09,23:00:00,5
2012-11-10 23:00:00,1083,3,NB_OS,1,North,103,0,,18608,0,0,103,0,0,0,0.0,2012-11-10,23:00:00,6
2012-11-11 23:00:00,1083,3,NB_OS,1,North,57,0,,18864,0,1,56,0,0,0,0.0,2012-11-11,23:00:00,7
2012-11-12 23:00:00,1083,3,NB_OS,1,North,62,0,,17975,0,1,61,0,0,0,0.0,2012-11-12,23:00:00,1
2012-11-13 23:00:00,1083,3,NB_OS,1,North,64,0,,17982,16,2,61,0,1,0,0.0,2012-11-13,23:00:00,2
2012-11-14 23:00:00,1083,3,NB_OS,1,North,57,0,,18353,0,0,57,0,0,0,0.0,2012-11-14,23:00:00,3
2012-11-15 23:00:00,1083,3,NB_OS,1,North,65,0,,18543,15,0,64,0,1,0,0.0,2012-11-15,23:00:00,4
2012-11-16 23:00:00,1083,3,NB_OS,1,North,104,0,,17962,10,0,103,0,1,0,0.0,2012-11-16,23:00:00,5
2012-11-17 23:00:00,1083,3,NB_OS,1,North,96,0,,18015,21,0,94,0,2,0,0.0,2012-11-17,23:00:00,6
2012-11-18 23:00:00,1083,3,NB_OS,1,North,57,0,,18177,35,0,55,0,2,0,0.0,2012-11-18,23:00:00,7
2012-11-19 23:00:00,1083,3,NB_OS,1,North,43,0,,18773,23,1,41,0,1,0,0.0,2012-11-19,23:00:00,1
2012-11-20 23:00:00,1083,3,NB_OS,1,North,50,0,,17878,20,0,49,0,1,0,0.0,2012-11-20,23:00:00,2
2012-11-21 23:00:00,1083,3,NB_OS,1,North,63,0,,18452,16,1,61,0,1,0,0.0,2012-11-21,23:00:00,3
2012-11-22 23:00:00,1083,3,NB_OS,1,North,79,0,,18140,0,0,79,0,0,0,0.0,2012-11-22,23:00:00,4
2012-11-23 23:00:00,1083,3,NB_OS,1,North,111,0,,18045,9,0,110,0,1,0,0.0,2012-11-23,23:00:00,5
2012-11-24 23:00:00,1083,3,NB_OS,1,North,127,0,,18128,0,0,127,0,0,0,0.0,2012-11-24,23:00:00,6
2012-11-25 23:00:00,1083,3,NB_OS,1,North,50,0,,18433,0,0,50,0,0,0,0.0,2012-11-25,23:00:00,7
2012-11-26 23:00:00,1083,3,NB_OS,1,North,26,0,,17917,0,0,26,0,0,0,0.0,2012-11-26,23:00:00,1
2012-11-27 23:00:00,1083,3,NB_OS,1,North,11,0,,15404,0,0,11,0,0,0,0.0,2012-11-27,23:00:00,2
2012-11-28 23:00:00,1083,3,NB_OS,1,North,96,0,,18293,0,2,94,0,0,0,0.0,2012-11-28,23:00:00,3
2012-11-29 23:00:00,1083,3,NB_OS,1,North,78,0,,18308,0,0,78,0,0,0,0.0,2012-11-29,23:00:00,4
2012-11-30 23:00:00,1083,3,NB_OS,1,North,138,0,,18168,22,0,135,0,3,0,0.0,2012-11-30,23:00:00,5
2013-11-01 23:00:00,1083,3,NB_OS,1,North,103,0,,17958,10,1,101,0,1,0,0.0,2013-11-01,23:00:00,5
2013-11-02 23:00:00,1083,3,NB_OS,1,North,121,0,,17523,17,0,119,0,2,0,0.0,2013-11-02,23:00:00,6
2013-11-03 23:00:00,1083,3,NB_OS,1,North,48,0,,18021,0,0,48,0,0,0,0.0,2013-11-03,23:00:00,7
2013-11-04 23:00:00,1083,3,NB_OS,1,North,43,0,,17765,23,3,39,0,1,0,0.0,2013-11-04,23:00:00,1
2013-11-05 23:00:00,1083,3,NB_OS,1,North,48,0,,18837,0,1,47,0,0,0,0.0,2013-11-05,23:00:00,2
2013-11-06 23:00:00,1083,3,NB_OS,1,North,58,0,,17964,34,0,56,0,2,0,0.0,2013-11-06,23:00:00,3
2013-11-07 23:00:00,1083,3,NB_OS,1,North,73,0,,17953,41,2,68,0,3,0,0.0,2013-11-07,23:00:00,4
2013-11-08 23:00:00,1083,3,NB_OS,1,North,100,0,,18214,10,1,98,0,1,0,0.0,2013-11-08,23:00:00,5
2013-11-09 23:00:00,1083,3,NB_OS,1,North,119,0,,17878,0,1,118,0,0,0,0.0,2013-11-09,23:00:00,6
2013-11-10 23:00:00,1083,3,NB_OS,1,North,46,0,,17651,0,0,46,0,0,0,0.0,2013-11-10,23:00:00,7
2013-11-11 23:00:00,1083,3,NB_OS,1,North,42,0,,18115,0,0,42,0,0,0,0.0,2013-11-11,23:00:00,1
2013-11-12 23:00:00,1083,3,NB_OS,1,North,60,0,,18199,0,0,60,0,0,0,0.0,2013-11-12,23:00:00,2
2013-11-13 23:00:00,1083,3,NB_OS,1,North,70,0,,18262,29,1,67,0,2,0,0.0,2013-11-13,23:00:00,3
2013-11-14 23:00:00,1083,3,NB_OS,1,North,80,0,,17885,0,0,80,0,0,0,0.0,2013-11-14,23:00:00,4
2013-11-15 23:00:00,1083,3,NB_OS,1,North,129,0,,18432,0,0,129,0,0,0,0.0,2013-11-15,23:00:00,5
2013-11-16 23:00:00,1083,3,NB_OS,1,North,105,0,,18071,10,0,104,0,1,0,0.0,2013-11-16,23:00:00,6
2013-11-17 23:00:00,1083,3,NB_OS,1,North,40,0,,17576,0,0,40,0,0,0,0.0,2013-11-17,23:00:00,7
2013-11-18 23:00:00,1083,3,NB_OS,1,North,53,0,,18124,19,0,52,0,1,0,0.0,2013-11-18,23:00:00,1
2013-11-19 23:00:00,1083,3,NB_OS,1,North,61,0,,17896,0,0,61,0,0,0,0.0,2013-11-19,23:00:00,2
2013-11-20 23:00:00,1083,3,NB_OS,1,North,54,0,,18323,0,0,54,0,0,0,0.0,2013-11-20,23:00:00,3
2013-11-21 23:00:00,1083,3,NB_OS,1,North,95,0,,17585,11,2,92,0,1,0,0.0,2013-11-21,23:00:00,4
2013-11-22 23:00:00,1083,3,NB_OS,1,North,128,0,,18090,0,0,128,0,0,0,0.0,2013-11-22,23:00:00,5
2013-11-23 23:00:00,1083,3,NB_OS,1,North,105,0,,18209,10,0,104,0,1,0,0.0,2013-11-23,23:00:00,6
2013-11-24 23:00:00,1083,3,NB_OS,1,North,51,0,,18083,20,0,50,0,1,0,0.0,2013-11-24,23:00:00,7
