Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,/Users/ushisensei/datalake/weekday
2012-11-01 21:00:00,1083,3,NB_OS,1,North,178.0,0,,17754,11,0,176,0,2,0,0.0,2012-11-01,21:00:00,4
2012-11-02 21:00:00,1083,3,NB_OS,1,North,204.0,0,,17870,0,4,200,0,0,0,0.0,2012-11-02,21:00:00,5
2012-11-03 21:00:00,1083,3,NB_OS,1,North,206.0,0,,17675,15,0,203,0,3,0,0.0,2012-11-03,21:00:00,6
2012-11-04 21:00:00,1083,3,NB_OS,1,North,129.0,0,,17763,23,0,126,0,3,0,0.0,2012-11-04,21:00:00,7
2012-11-06 21:00:00,1083,3,NB_OS,1,North,179.0,0,,17793,11,0,177,0,2,0,0.0,2012-11-06,21:00:00,2
2012-11-07 21:00:00,1083,3,NB_OS,1,North,181.0,0,,17724,11,0,179,0,2,0,0.0,2012-11-07,21:00:00,3
2012-11-08 21:00:00,1083,3,NB_OS,1,North,195.0,0,,18426,21,2,189,0,4,0,0.0,2012-11-08,21:00:00,4
2012-11-09 21:00:00,1083,3,NB_OS,1,North,170.0,0,,17886,0,0,170,0,0,0,0.0,2012-11-09,21:00:00,5
2012-11-10 21:00:00,1083,3,NB_OS,1,North,168.0,0,,18393,12,1,165,0,2,0,0.0,2012-11-10,21:00:00,6
2012-11-11 21:00:00,1083,3,NB_OS,1,North,160.0,0,,18340,0,1,159,0,0,0,0.0,2012-11-11,21:00:00,7
2012-11-12 21:00:00,1083,3,NB_OS,1,North,172.0,0,,18299,17,2,167,0,3,0,0.0,2012-11-12,21:00:00,1
2012-11-13 21:00:00,1083,3,NB_OS,1,North,162.0,0,,18565,12,2,158,0,2,0,0.0,2012-11-13,21:00:00,2
2012-11-14 21:00:00,1083,3,NB_OS,1,North,230.0,0,,18313,4,3,226,0,1,0,0.0,2012-11-14,21:00:00,3
2012-11-15 21:00:00,1083,3,NB_OS,1,North,203.0,0,,18106,0,0,203,0,0,0,0.0,2012-11-15,21:00:00,4
2012-11-16 21:00:00,1083,3,NB_OS,1,North,197.0,0,,17967,0,0,197,0,0,0,0.0,2012-11-16,21:00:00,5
2012-11-17 21:00:00,1083,3,NB_OS,1,North,157.0,0,,17893,0,1,156,0,0,0,0.0,2012-11-17,21:00:00,6
2012-11-18 21:00:00,1083,3,NB_OS,1,North,129.0,0,,18254,8,0,128,0,1,0,0.0,2012-11-18,21:00:00,7
2012-11-19 21:00:00,1083,3,NB_OS,1,North,163.0,0,,18616,6,0,162,0,1,0,0.0,2012-11-19,21:00:00,1
2012-11-20 21:00:00,1083,3,NB_OS,1,North,179.0,0,,18250,0,0,179,0,0,0,0.0,2012-11-20,21:00:00,2
2012-11-21 21:00:00,1083,3,NB_OS,1,North,202.0,0,,17792,5,0,201,0,1,0,0.0,2012-11-21,21:00:00,3
2012-11-22 21:00:00,1083,3,NB_OS,1,North,189.0,0,,17973,5,0,188,0,1,0,0.0,2012-11-22,21:00:00,4
2012-11-23 21:00:00,1083,3,NB_OS,1,North,206.0,0,,18229,5,0,205,0,1,0,0.0,2012-11-23,21:00:00,5
2012-11-24 21:00:00,1083,3,NB_OS,1,North,173.0,0,,18229,12,0,171,0,2,0,0.0,2012-11-24,21:00:00,6
2012-11-25 21:00:00,1083,3,NB_OS,1,North,144.0,0,,18273,0,0,144,0,0,0,0.0,2012-11-25,21:00:00,7
2012-11-26 21:00:00,1083,3,NB_OS,1,North,177.0,0,,18116,0,0,97,0,0,0,0.0,2012-11-26,21:00:00,1
2012-11-27 21:00:00,1083,3,NB_OS,1,North,177.0,0,,12087,0,0,0,0,0,0,0.0,2012-11-27,21:00:00,2
2012-11-28 21:00:00,1083,3,NB_OS,1,North,238.0,0,,18024,0,2,235,1,0,0,0.0,2012-11-28,21:00:00,3
2012-11-29 21:00:00,1083,3,NB_OS,1,North,210.0,0,,17812,5,0,209,0,1,0,0.0,2012-11-29,21:00:00,4
2012-11-30 21:00:00,1083,3,NB_OS,1,North,209.0,0,,17949,19,0,205,0,4,0,0.0,2012-11-30,21:00:00,5
2013-11-01 21:00:00,1083,3,NB_OS,1,North,184.0,0,,17604,0,0,184,0,0,0,0.0,2013-11-01,21:00:00,5
2013-11-02 21:00:00,1083,3,NB_OS,1,North,197.0,0,,18078,15,0,192,0,3,0,2.0,2013-11-02,21:00:00,6
2013-11-03 21:00:00,1083,3,NB_OS,1,North,162.0,0,,17792,6,0,161,0,1,0,0.0,2013-11-03,21:00:00,7
2013-11-04 21:00:00,1083,3,NB_OS,1,North,159.0,0,,17388,6,1,157,0,1,0,0.0,2013-11-04,21:00:00,1
2013-11-05 21:00:00,1083,3,NB_OS,1,North,200.0,0,,17711,0,0,200,0,0,0,0.0,2013-11-05,21:00:00,2
2013-11-06 21:00:00,1083,3,NB_OS,1,North,209.0,0,,17637,10,0,207,0,2,0,0.0,2013-11-06,21:00:00,3
2013-11-07 21:00:00,1083,3,NB_OS,1,North,191.0,0,,17849,5,2,188,0,1,0,0.0,2013-11-07,21:00:00,4
2013-11-08 21:00:00,1083,3,NB_OS,1,North,186.0,0,,17878,11,0,184,0,2,0,0.0,2013-11-08,21:00:00,5
2013-11-09 21:00:00,1083,3,NB_OS,1,North,166.0,0,,17786,6,2,163,0,1,0,0.0,2013-11-09,21:00:00,6
2013-11-10 21:00:00,1083,3,NB_OS,1,North,143.0,0,,17687,0,0,143,0,0,0,0.0,2013-11-10,21:00:00,7
2013-11-11 21:00:00,1083,3,NB_OS,1,North,177.0,0,,17762,11,0,175,0,2,0,0.0,2013-11-11,21:00:00,1
2013-11-12 21:00:00,1083,3,NB_OS,1,North,186.0,0,,17773,5,2,183,0,1,0,0.0,2013-11-12,21:00:00,2
2013-11-13 21:00:00,1083,3,NB_OS,1,North,207.0,0,,17854,0,3,204,0,0,0,0.0,2013-11-13,21:00:00,3
2013-11-14 21:00:00,1083,3,NB_OS,1,North,194.0,0,,17775,10,2,190,0,2,0,0.0,2013-11-14,21:00:00,4
2013-11-15 21:00:00,1083,3,NB_OS,1,North,156.0,0,,17993,0,0,156,0,0,0,0.0,2013-11-15,21:00:00,5
2013-11-16 21:00:00,1083,3,NB_OS,1,North,147.0,0,,18320,34,2,140,0,5,0,0.0,2013-11-16,21:00:00,6
2013-11-17 21:00:00,1083,3,NB_OS,1,North,137.0,0,,17810,7,1,135,0,1,0,0.0,2013-11-17,21:00:00,7
2013-11-18 21:00:00,1083,3,NB_OS,1,North,165.0,0,,17862,12,0,163,0,2,0,0.0,2013-11-18,21:00:00,1
2013-11-19 21:00:00,1083,3,NB_OS,1,North,195.0,0,,17960,5,1,193,0,1,0,0.0,2013-11-19,21:00:00,2
2013-11-20 21:00:00,1083,3,NB_OS,1,North,205.0,0,,17222,10,1,202,0,2,0,0.0,2013-11-20,21:00:00,3
2013-11-21 21:00:00,1083,3,NB_OS,1,North,183.0,0,,18109,0,1,182,0,0,0,0.0,2013-11-21,21:00:00,4
2013-11-22 21:00:00,1083,3,NB_OS,1,North,174.0,0,,17431,23,0,170,0,4,0,0.0,2013-11-22,21:00:00,5
2013-11-23 21:00:00,1083,3,NB_OS,1,North,169.0,0,,17904,18,0,166,0,3,0,0.0,2013-11-23,21:00:00,6
2013-11-24 21:00:00,1083,3,NB_OS,1,North,129.0,0,,17702,8,1,127,0,1,0,0.0,2013-11-24,21:00:00,7
2013-11-25 21:00:00,1083,3,NB_OS,1,North,170.0,0,,18012,6,1,168,0,1,0,0.0,2013-11-25,21:00:00,1
2013-11-26 21:00:00,1083,3,NB_OS,1,North,194.0,0,,18050,0,1,193,0,0,0,0.0,2013-11-26,21:00:00,2
2013-11-27 21:00:00,1083,3,NB_OS,1,North,187.0,0,,17601,5,0,186,0,1,0,0.0,2013-11-27,21:00:00,3
2013-11-28 21:00:00,1083,3,NB_OS,1,North,208.0,0,,18062,5,0,207,0,1,0,0.0,2013-11-28,21:00:00,4
2013-11-29 21:00:00,1083,3,NB_OS,1,North,244.0,0,,17666,4,1,241,1,1,0,0.0,2013-11-29,21:00:00,5
2013-11-30 21:00:00,1083,3,NB_OS,1,North,160.0,0,,17762,6,1,157,1,1,0,0.0,2013-11-30,21:00:00,6
2015-11-01 21:00:00,1083,3,NB_OS,1,North,149.0,0,,17532,7,0,148,0,1,0,0.0,2015-11-01,21:00:00,7
2015-11-02 21:00:00,1083,3,NB_OS,1,North,167.0,0,,17888,18,0,164,0,3,0,0.0,2015-11-02,21:00:00,1
